code,url,creator,created_t,last_modified_t,product_name,abbreviated_product_name,generic_name,quantity,packaging,packaging_tags,packaging_text,brands,brands_tags,categories,categories_tags,origins,origins_tags,manufacturing_places,manufacturing_places_tags,labels,labels_tags,emb_codes,emb_codes_tags,cities,cities_tags,purchase_places,stores,countries,ingredients_text,allergens,allergens_tags,traces,traces_tags,serving_size,serving_quantity,no_nutriments,additives_n,additives_tags,ingredients_from_palm_oil_n,ingredients_from_palm_oil,ingredients_from_palm_oil_tags,ingredients_that_may_be_from_palm_oil_n,ingredients_that_may_be_from_palm_oil,ingredients_that_may_be_from_palm_oil_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,states,brand_owner,ecoscore_score_fr,ecoscore_grade_fr,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,-butyric-acid_100g,-caproic-acid_100g,-caprylic-acid_100g,-capric-acid_100g,-lauric-acid_100g,-myristic-acid_100g,-palmitic-acid_100g,-stearic-acid_100g,-arachidic-acid_100g,-behenic-acid_100g,-lignoceric-acid_100g,-cerotic-acid_100g,-montanic-acid_100g,-melissic-acid_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,-alpha-linolenic-acid_100g,-eicosapentaenoic-acid_100g,-docosahexaenoic-acid_100g,omega-6-fat_100g,-linoleic-acid_100g,-arachidonic-acid_100g,-gamma-linolenic-acid_100g,-dihomo-gamma-linolenic-acid_100g,omega-9-fat_100g,-oleic-acid_100g,-elaidic-acid_100g,-gondoic-acid_100g,-mead-acid_100g,-erucic-acid_100g,-nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,-sucrose_100g,-glucose_100g,-fructose_100g,-lactose_100g,-maltose_100g,-maltodextrins_100g,starch_100g,polyols_100g,fiber_100g,-soluble-fiber_100g,-insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g
0000790350385,https://world.openfoodfacts.org/product/0000790350385,usda-ndb-import,1489077888,1587589287,"Angry Birds, Fruit Snack, Cherry, Lemon, Raspberry, Apple, Grape, Strawberry",,,,,,,Healthy Food Brands Llc,healthy-food-brands-llc,"Snacks, Sweet snacks, Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",,,,,,,,,,,,,United States,"Corn syrup, sugar, water, apple juice concentrate, modified food starch (corn), gelatin, dextrose, apple puree, citric acid, artificial flavor, ascorbic acid, mineral oil, carnuba wax, artificial colors (fd&c red 40, yellow 5, blue 1).",,,,,6 PIECES | ABOUT (14 g),14,,6,"en:e102,en:e129,en:e133,en:e330,en:e428,en:e905,en:e905a",0,,,0,,,12,d,4,Sugary snacks,Sweets,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:confectioneries,,,,,,,,,,286,1197,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,71.43,42.86,,,,,,,,,0,,,7.14,,,,0,0,,0,,,,,0.4286,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
0000790400325,https://world.openfoodfacts.org/product/0000790400325,usda-ndb-import,1489077888,1587589287,"Welch's, freeze-dried fruit slices, banana & strawberry",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,"Bananas, strawberries.",,,,,1 BAG (10 g),10,,0,,0,,,0,,,8,c,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,350,1464,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,90,60,,,,,,,,,10,,,0,,,,0,0,,0,,,,,0.12,,,,,,,,,,,,,,0,,0.0036,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
0000790410027,https://world.openfoodfacts.org/product/0000790410027,usda-ndb-import,1489077888,1587589287,"Welch's, dried cranberries, blueberry",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,"Cranberries, sugar, natural flavors,sunflower oil.",,,,,0.25 cup (40 g),40,,0,,0,,,0,,,9,c,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,325,1360,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,82.5,75,,,,,,,,,5,,,0,,,,0,0,,0,,,,,0,,,,,,,,,,,,,,0,,0.0009,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
0000790410041,https://world.openfoodfacts.org/product/0000790410041,usda-ndb-import,1489077888,1587589287,"Welch's, dried mediterranean apricots",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc","Plant-based foods and beverages, Plant-based foods, Snacks, Fruits and vegetables based foods, Dried products, Fruits based foods, Dried plant-based foods, Dried fruits, Dried apricots","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:dried-apricots",,,,,,,,,,,,,United States,"Dried apricots, natural flavors, sulfur dioxide (to preserve flavor), citric acid, ascorbic acid, malic acid.",,,,,0.25 cup (40 g),40,,3,"en:e220,en:e296,en:e330",0,,,0,,,-2,a,4,Fruits and vegetables,Dried fruits,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:dried-apricots,,,,,,,,,,225,941,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,55,32.5,,,,,,,,,5,,,2.5,,,,0,0,,0,,,,,0,,,,,,,,,,,,,,0.05,,0.0135,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,
0000790420002,https://world.openfoodfacts.org/product/0000790420002,usda-ndb-import,1489077889,1587589287,"Welch's, red apple chips",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,"Apples, sodium sulphite.",,,,,1 BAG (21 g),21,,1,en:e221,0,,,0,,,9,c,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,381,1594,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,90.48,76.19,,,,,,,,,14.3,,,0,,,,0.3575,0.143,,0,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
0000790440024,https://world.openfoodfacts.org/product/0000790440024,usda-ndb-import,1489077889,1587589287,"Welch's, golden apple chips",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,"Apples, sodium sulphite (to preserve freshness).",,,,,1 ONZ (28 g),28,,1,en:e221,0,,,0,,,15,d,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,393,1644,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,92.86,78.57,,,,,,,,,10.7,,,0,,,,1.6075,0.643,,0,,,,,0.0043,,,,,,,,,,,,,,0.071,,0.00129,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
0000790100058,https://world.openfoodfacts.org/product/0000790100058,usda-ndb-import,1489077886,1587589286,"Sobe, fruit twist snacks blueberry pomec-ranate",,,,,,,"Sobe,  Healthy Food Brands Llc","sobe,healthy-food-brands-llc","Snacks, Sweet snacks, Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",,,,,,,,,,,,,United States,"Concentrated apple puree, concentrated apple juice, ascorbic acid (vitamin c), natural blueberry flavor, natural pomegranate flavor, concentrated black carrot juice (for color), pectin, coconut oil, shellac, beeswax.",,,,,1 PACK (14 g),14,,3,"en:e440,en:e901,en:e904",0,,,0,,,,,4,Sugary snacks,Sweets,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:confectioneries,,,,,,,,,,321,1343,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.57,64.29,,,,,,,,,7.1,,,0,,,,0.09,0.036,,0,,,,,0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000790400042,https://world.openfoodfacts.org/product/0000790400042,usda-ndb-import,1489077887,1587589286,"Welch's, freeze-dried mango slices",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,Mangos.,,,,,1 BAG (28 g),28,,0,,0,,,0,,,2,b,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,357,1494,,1.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,89.29,78.57,,,,,,,,,10.7,,,3.57,,,,0,0,,0.001875,,,,,0.2143,,,,,,,,,,,,,,0.071,,0.00129,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
0000790400301,https://world.openfoodfacts.org/product/0000790400301,usda-ndb-import,1489077887,1587589286,"Welch's, freeze-dried apple slices",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,"Fuji apples, ascorbic acid, citric acid.",,,,,1 BAG (10 g),10,,1,en:e330,0,,,0,,,9,c,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,350,1464,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,90,70,,,,,,,,,10,,,0,,,,0,0,,0,,,,,0.024,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
0000790400349,https://world.openfoodfacts.org/product/0000790400349,usda-ndb-import,1489077887,1587589286,"Welch's, freeze-dried mango slices",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,Mangos.,,,,,1 BAG (10 g),10,,0,,0,,,0,,,4,c,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,350,1464,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,90,80,,,,,,,,,10,,,0,,,,0,0,,0.00225,,,,,0.21,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
0000790400066,https://world.openfoodfacts.org/product/0000790400066,usda-ndb-import,1489077885,1587589285,"Welch's, freeze-dried grapes",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,Grapes.,,,,,1 BAG (34 g),34,,0,,0,,,0,,,6,c,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,353,1477,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,94.12,82.35,,,,,,,,,2.9,,,0,,,,0.1475,0.059,,0,,,,,0.0035,,,,,,,,,,,,,,0.059,,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
0000790100027,https://world.openfoodfacts.org/product/0000790100027,usda-ndb-import,1489077885,1587589284,"Sobe, fruit strip snacks, mango, pineapple",,,,,,,"Sobe,  Healthy Food Brands Llc","sobe,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,"Concentrated apple puree, concentrated apple juice, ascorbic acid (vitamin c), natural pineapple flavor, natural mango flavor, concentrated black carrot juice (for color), pectin, coconut oil, shellac, beeswax.",,,,,1 PACK (14 g),14,,3,"en:e440,en:e901,en:e904",0,,,0,,,,,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,321,1343,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.57,64.29,,,,,,,,,7.1,,,0,,,,0.09,0.036,,0,,,,,0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0857034004029,https://world.openfoodfacts.org/product/0857034004029,usda-ndb-import,1489077475,1587588986,"Betsy's Best, Gourmet Seed Butter",,,,,,,Healthy Concepts Food Company  Llc,healthy-concepts-food-company-llc,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats",,,,,,,,,,,,,United States,"Sunflower seeds, demerara sugar, chia seeds, organic honey, sunflower oil, cinnamon, pink himalayan salt, organic stevia leaf extract, natural flavors",,,,,2 Tbsp (32 g),32,,0,,0,,,0,,,8,c,4,Fat and sauces,Fats,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","Healthy Concepts Food Company, LLC",,,en:vegetable-fats,,,,,,,,,,562,2351,,43.75,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,34.38,12.5,,,,,,,,,12.5,,,15.62,,,,0.7025,0.281,,0,,,,,0.0038,,,,,,,,,,,,,,0.125,,0.00338,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
0856820000856,https://world.openfoodfacts.org/product/0856820000856,usda-ndb-import,1489076856,1587588607,Zero calorie half & half iced green tea,,,,,,,"Steaz,  Healthy Beverage  Llc","steaz,healthy-beverage-llc","Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Iced teas, Tea bags","en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:iced-teas,en:tea-bags",,,,,,,,,,,,,United States,"Filtered water, lemon juiceâ€ , erythritolâ€ , lemon extractâ€ , green teaâ€ *, flavorsâ€ , natural flavors, and steviaâ€ .",,,,,16 OZA (473 ml),473,,0,,0,,,0,,,0,b,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","Healthy Beverage, LLC",,,en:tea-bags,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,,,0,,,,0,0,,,,,,,0.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0094184598972,https://world.openfoodfacts.org/product/0094184598972,usda-ndb-import,1489076431,1587588355,"Truly good foods, healthy trail mix",,,,,,,"Truly Good Foods,  Tropical Nut & Fruit Co.","truly-good-foods,tropical-nut-fruit-co",Snacks,en:snacks,,,,,,,,,,,,,United States,"Raising, sunflower seeds, cashews, almonds, pumpkin seeds, peanut oil.",,en:nuts,,,0.25 cup (30 g),30,,0,,0,,,0,,,10,c,3,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Tropical Nut & Fruit Co.,,,en:snacks,,,,,,,,,,533,2230,,33.33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40,26.67,,,,,,,,,10,,,13.33,,,,0.0825,0.033,,0,,,,,0.004,,,,,,,,,,,,,,0.133,,0.0036,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
0000790430018,https://world.openfoodfacts.org/product/0000790430018,usda-ndb-import,1489075811,1587587873,"Welch's, pb&j trail mix, grape",,,,,,,"Welch's,  Healthy Food Brands Llc","welch-s,healthy-food-brands-llc",Snacks,en:snacks,,,,,,,,,,,,,United States,"Peanuts flavored dried cranberries (cranberries, sugar, sunflower oil, natural flavor), peanut flavored coating dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier], yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes vegetable juice), tapioca dextrin, honey, gum arabic, natural flavors, corn syrup, confectioner's glaze.",,"en:milk,en:soybeans",,,1.5 ONZ (42.5 g),42.5,,5,"en:e1400,en:e171,en:e270,en:e322,en:e322i,en:e414",0,,,0,,,20,e,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:snacks,,,,,,,,,,471,1971,,25.88,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,51.76,44.71,,,,,,,,,4.7,,,9.41,,,,0.47,0.188,,0,,,,,0,,,,,,,,,,,,,,0.047,,0.00169,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0000790110002,https://world.openfoodfacts.org/product/0000790110002,usda-ndb-import,1489075810,1587587872,"Emojeez, Gummies, Assorted Fruits",,,,,,,Healthy Food Brands Llc,healthy-food-brands-llc,"Snacks, Sweet snacks, Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",,,,,,,,,,,,,United States,"Corn syrup, sugar, water, gelatin, dextrose, citric acid, natural & artificial flavor, fd&c red 40, yellow 5, yellow 6, blue 1, mineral oil, carnauba wax.",,,,,17 PIECES | ABOUT (40 g),40,,8,"en:e102,en:e110,en:e129,en:e133,en:e330,en:e428,en:e903,en:e905,en:e905a",0,,,0,,,11,d,4,Sugary snacks,Sweets,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:confectioneries,,,,,,,,,,275,1151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,67.5,40,,,,,,,,,0,,,5,,,,0.03,0.012,,0,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,
0000790110026,https://world.openfoodfacts.org/product/0000790110026,usda-ndb-import,1489075810,1587587872,"Emojeez, Fruit Flavored Gummies, Green Apple, Orange, Fruit Punch, Lemon, Cherry Blue Raspberry",,,,,,,Healthy Food Brands Llc,healthy-food-brands-llc,"Snacks, Sweet snacks, Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",,,,,,,,,,,,,United States,"Corn syrup, sugar, water, gelatin, dextrose, citric acid, natural & artificial flavor, fd&c red 40, yellow 5, yellow 6, blue 1, mineral oil, carnauba wax.",,,,,17 PIECES (40 g),40,,8,"en:e102,en:e110,en:e129,en:e133,en:e330,en:e428,en:e903,en:e905,en:e905a",0,,,0,,,11,d,4,Sugary snacks,Sweets,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:confectioneries,,,,,,,,,,275,1151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,67.5,40,,,,,,,,,0,,,5,,,,0.03,0.012,,0,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,
0000790350040,https://world.openfoodfacts.org/product/0000790350040,usda-ndb-import,1489075810,1587587872,"Hfb Candy, Candy Crush Color Bombs",,,,,,,Healthy Food Brands Llc,healthy-food-brands-llc,"Snacks, Sweet snacks, Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",,,,,,,,,,,,,United States,"Sugar, assorted nonpareils (sugar, corn starch, confectioners glaze, fd&c red 40, yellow 5, yellow 6, blue 1, carnauba wax), hydrogenated palm kernel oil, whey protein concentrate [milk], cocoa powder, chocolate liquor, cocoa powder (processed with alkali), soy lecithin, natural flavor.",,"en:milk,en:soybeans",,,24 PIECES (40 g),40,,6,"en:e102,en:e110,en:e129,en:e133,en:e322,en:e322i,en:e903",0,,,0,,,20,e,4,Sugary snacks,Sweets,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:confectioneries,,,,,,,,,,450,1883,,17.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77.5,75,,,,,,,,,5,,,2.5,,,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,0.0027,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0000790350187,https://world.openfoodfacts.org/product/0000790350187,usda-ndb-import,1489075811,1587587872,"Hfb Candy, Jelly Fish Candy",,,,,,,Healthy Food Brands Llc,healthy-food-brands-llc,"Snacks, Sweet snacks, Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",,,,,,,,,,,,,United States,"Sugar, corn syrup, modified corn starch, citric acid, sodium citrate, natural and artificial flavors, mineral oil, carnauba wax, red 40, yellow 6, yellow 5, blue 1.",,,,,7.5 PIECES (40 g),40,,8,"en:e102,en:e110,en:e129,en:e133,en:e330,en:e331,en:e903,en:e905,en:e905a",0,,,0,,,14,d,4,Sugary snacks,Sweets,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Healthy Food Brands LLC,,,en:confectioneries,,,,,,,,,,350,1464,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,85,60,,,,,,,,,0,,,0,,,,0.1875,0.075,,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,
