code,url,creator,created_t,last_modified_t,product_name,abbreviated_product_name,generic_name,quantity,packaging,packaging_tags,packaging_text,brands,brands_tags,categories,categories_tags,origins,origins_tags,manufacturing_places,manufacturing_places_tags,labels,labels_tags,emb_codes,emb_codes_tags,cities,cities_tags,purchase_places,stores,countries,ingredients_text,allergens,allergens_tags,traces,traces_tags,serving_size,serving_quantity,no_nutriments,additives_n,additives_tags,ingredients_from_palm_oil_n,ingredients_from_palm_oil,ingredients_from_palm_oil_tags,ingredients_that_may_be_from_palm_oil_n,ingredients_that_may_be_from_palm_oil,ingredients_that_may_be_from_palm_oil_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,states,brand_owner,ecoscore_score_fr,ecoscore_grade_fr,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,-butyric-acid_100g,-caproic-acid_100g,-caprylic-acid_100g,-capric-acid_100g,-lauric-acid_100g,-myristic-acid_100g,-palmitic-acid_100g,-stearic-acid_100g,-arachidic-acid_100g,-behenic-acid_100g,-lignoceric-acid_100g,-cerotic-acid_100g,-montanic-acid_100g,-melissic-acid_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,-alpha-linolenic-acid_100g,-eicosapentaenoic-acid_100g,-docosahexaenoic-acid_100g,omega-6-fat_100g,-linoleic-acid_100g,-arachidonic-acid_100g,-gamma-linolenic-acid_100g,-dihomo-gamma-linolenic-acid_100g,omega-9-fat_100g,-oleic-acid_100g,-elaidic-acid_100g,-gondoic-acid_100g,-mead-acid_100g,-erucic-acid_100g,-nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,-sucrose_100g,-glucose_100g,-fructose_100g,-lactose_100g,-maltose_100g,-maltodextrins_100g,starch_100g,polyols_100g,fiber_100g,-soluble-fiber_100g,-insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g
0028190007814,https://world.openfoodfacts.org/product/0028190007814,usda-ndb-import,1489068446,1587581998,"Jolly time, healthy pop butter",,,,,,,Jolly Time,jolly-time,Snacks,en:snacks,,,,,,,,,,,,,United States,"100% whole grain non-gmo pop corn, partially hydrogenated soybean oil (adds a dietarily insignificant amount of trans fat per serving), salt, natural flavors, annatto for coloring, soy lecithin.",,en:soybeans,,,2 Tbsp (34 g),34,,1,"en:e322,en:e322i",0,,,0,,,0,b,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",American Pop Corn Company,,,en:snacks,,,,,,,,,,324,1356,,5.88,0,,,,,,,,,,,,,,,0,2.94,,,,,,,,,,,,,,,,,0,0,73.53,0,,,,,,,,,14.7,,,8.82,,,,1.545,0.618,,0,,,,,0,,,,,,,,,,,,,,0,,0.00106,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0028190006411,https://world.openfoodfacts.org/product/0028190006411,usda-ndb-import,1489068444,1587581997,"Jolly time, healthy pop, unpopped corn, kettle",,,,,,,Jolly Time,jolly-time,Snacks,en:snacks,,,,,,,,,,,,,United States,"100% whole grain non-gmo pop corn, salt, palm oil, corn oil, dextrin, natural and artificial flavors, sucralose, food starch-modified, soy lecithin, annatto for color, ascorbic acid to preserve freshness.",,en:soybeans,,,2 Tbsp (34 g),34,,3,"en:e1400,en:e322,en:e322i,en:e955",0,,,0,,,10,c,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",American Pop Corn Company,,,en:snacks,,,,,,,,,,324,1356,,5.88,1.47,,,,,,,,,,,,,,,0,2.94,,,,,,,,,,,,,,,,,0,0,67.65,0,,,,,,,,,14.7,,,11.76,,,,2.3525,0.941,,8.82e-05,,,,,0,,,,,,,,,,,,,,0,,0.00212,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
0028190001812,https://world.openfoodfacts.org/product/0028190001812,usda-ndb-import,1489068438,1587581995,100 calorie healthy pop butter microwave pop corn,,,,,,,Jolly Time,jolly-time,Snacks,en:snacks,,,,,,,,,,,,,United States,"100% whole grain non-gmo pop corn, salt, palm oil, corn oil, natural flavors, soy lecithin, annatto for color, ascorbic acid to preserve freshness.",,en:soybeans,,,2 Tbsp (34 g),34,,1,"en:e322,en:e322i",0,,,0,,,8,c,4,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",American Pop Corn Company,,,en:snacks,,,,,,,,,,324,1356,,5.88,1.47,,,,,,,,,,,,,,,0,2.94,,,,,,,,,,,,,,,,,0,0,73.53,0,,,,,,,,,14.7,,,8.82,,,,1.8375,0.735,,8.82e-05,,,,,0,,,,,,,,,,,,,,0,,0.00212,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
0073410135471,https://world.openfoodfacts.org/product/0073410135471,openfoodfacts-contributors,1408810137,1587581689,Healthy multi-grain rolls,,,8 rolls,,,,"Arnold, Brownberry,  Arnold Sales Company  Llc","arnold,brownberry,arnold-sales-company-llc","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",,,,,,,,,,,,,United States,"Whole wheat flour, water, unbleached enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], cellulose fiber, whole grains (wheat, rye, corn, oats, millet, triticale, brown rice, barley), yeast, sugar, wheat gluten, polydextrose, salt, soybean and/or canola oil, preservatives (calcium propionate, sorbic acid), grain vinegar, monoglycerides, flaxseed, citric acid, cellulose gum, xanthan gum, reb a (stevia leaf sweetener), soy lecithin.",,"en:gluten,en:oats,en:soybeans",,,1 ROLL (43 g),43,,7,"en:e1200,en:e200,en:e282,en:e322,en:e322i,en:e330,en:e415,en:e466",0,,,0,,,-4,a,4,Cereals and potatoes,Bread,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded","Bimbo Bakeries USA, Inc.",,,en:breads,https://static.openfoodfacts.org/images/products/007/341/013/5471/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/007/341/013/5471/front_en.3.200.jpg,https://static.openfoodfacts.org/images/products/007/341/013/5471/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/007/341/013/5471/front_en.3.200.jpg,,,,,,233,975,,2.33,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,53.49,2.33,,,,,,,,,11.6,,,9.3,,,,1.0475,0.419,,0,,,,,0,0.003,0.001581,0.002791,,4.3e-05,,,,,,,0.163,,0.081,,0.00233,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,
0073410134139,https://world.openfoodfacts.org/product/0073410134139,usda-ndb-import,1489068050,1587581688,Healthy multi-grain flatbread,,,,,,,"Brownberry,  Arnold Sales Company  Llc","brownberry,arnold-sales-company-llc","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",,,,,,,,,,,,,United States,"Whole wheat flour, water, unbleached enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], cellulose fiber, wheat gluten, yeast, whole grains (wheat, rye, corn, oats, millet, triticale, brown rice, barley), sugar, soybean and/or canola oil, polydextrose, salt, preservatives (calcium propionate, sorbic acid), monoglycerides, flaxseed, citric acid, cellulose gum, xanthan gum, reb a (stevia leaf sweetener), soy lecithin.",,"en:gluten,en:oats,en:soybeans",,,0.5 FLATBREAD (42 g),42,,7,"en:e1200,en:e200,en:e282,en:e322,en:e322i,en:e330,en:e415,en:e466",0,,,0,,,-4,a,4,Cereals and potatoes,Bread,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","Bimbo Bakeries USA, Inc.",,,en:breads,,,,,,,,,,238,996,,3.57,0,,,,,,,,,,,,,,,0,1.19,,,,,,,,,,,,,,,,,0,0,50,2.38,,,,,,,,,11.9,,,9.52,,,,1.0725,0.429,,0,,,,,0,0,0.000162,0.00381,,4.2e-05,,,,,,,,,0.143,,0.00257,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,
0861620000005,https://world.openfoodfacts.org/product/0861620000005,usda-ndb-import,1489067143,1587581060,"A healthy replacement for meat, original mix",,,,,,,Neat Foods,neat-foods,Meats,en:meats,,,,,,,,,,,,,United States,"Pecans, garbanzo beans, gluten-free whole grain oats, organic gluten-free whole grain cornmeal, neat egg (chia seeds, garbanzo beans), spices, onion, garlic, sea salt.",,en:nuts,,,1/3 cup (39 g),39,,0,,0,,,0,,,8,c,3,Fish Meat Eggs,Meat,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",neat foods,,,en:meats,,,,,,,,,,487,2038,,33.33,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43.59,5.13,,,,,,,,,12.8,,,15.38,,,,1,0.4,,0.0003078,,,,,0.0031,,,,,,,,,,,,,,0.103,,0.00462,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
0073711122019,https://world.openfoodfacts.org/product/0073711122019,usda-ndb-import,1489066809,1587580881,Healthy multi-grain bread with sesame seeds,,,,,,,"S. Rosen's,  Alpha Baking Co. Inc.","s-rosen-s,alpha-baking-co-inc","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",,,,,,,,,,,,,United States,"Enriched wheat flour (wheat flour, barley malt, niacin, iron, thiamin mononitrate, riboflavin, folic acid), water wheat bran, degermed yellow corn meal, brown sugar, wheat gluten, rolled oats, brown rice, contains 2% or less of the following: yeast, soybean oil, honey, salt, sesame seeds, black sesame seed, vinegar, dough conditioners (monoglycerides, datem, ascorbic acid, calcium peroxide, azodicarbonamide, enzymes), molasses, yeast nutrients (monocalcium phosphate, calcium sulfate, ammonium sulfate), soy lecithin, potassium sorbate (preservative).",,"en:gluten,en:sesame-seeds,en:soybeans",,,1 SLICE (40 g),40,,9,"en:e202,en:e300,en:e322,en:e322i,en:e341,en:e341i,en:e472e,en:e516,en:e517,en:e927,en:e927a,en:e930",0,,,0,,,-2,a,4,Cereals and potatoes,Bread,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","Alpha Baking Co., Inc.",,,en:breads,,,,,,,,,,250,1046,,5,0,,,,,,,,,,,,,,,0,1.25,,,,,,,,,,,,,,,,,0,0,45,5,,,,,,,,,5,,,10,,,,1,0.4,,0,,,,,0,0,0.000255,0.004,,,6e-05,,,,,,,,0,,0.0027,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,
4972455066688,https://world.openfoodfacts.org/product/4972455066688,usda-ndb-import,1489066736,1587580845,"Healthy tea house, japanese tea",,,,,,,Healthy Tea House,healthy-tea-house,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Tea bags","en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:tea-bags",,,,,,,,,,,,,United States,Burdock.,,,,,1 PACK (1.5 g),1.5,,0,,0,,,0,,,8,c,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",HEALTHY TEA HOUSE,,,en:tea-bags,,,,,,,,,,667,2791,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,66.67,0,,,,,,,,,0,,,0,,,,0,0,,0,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
0024126011344,https://world.openfoodfacts.org/product/0024126011344,usda-ndb-import,1489066564,1587580749,"Lewis, Healthy Life, 100% Whole Wheat Bread",,,,,,,Lewis Bakeries  Inc.,lewis-bakeries-inc,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, White breads, Wheat breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads,en:wheat-breads",,,,,,,,,,,,,United States,"Whole wheat flour, water, corn syrup, wheat gluten, yeast, contains 2% or less of the following: cultured wheat flour, vinegar, soybean oil, salt, honey, dough conditioners (monoglycerides, ethoxylated mono - and diglycerides, sodium stearoyl lactylate, ascorbic acid), fumaric acid, yeast nutrients (ammonium sulfate, calcium sulfate), wheat starch, soy lecithin.",,en:soybeans,,,2 SLICES (57 g),57,,7,"en:e297,en:e300,en:e322,en:e322i,en:e471,en:e481,en:e516,en:e517",0,,,0,,,-3,a,4,Cereals and potatoes,Bread,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Lewis Bakeries Inc.,,,en:wheat-breads,,,,,,,,,,228,954,,3.51,0,,,,,,,,,,,,,,,0,1.75,,,,,,,,,,,,,,,,,0,0,43.86,7.02,,,,,,,,,5.3,,,10.53,,,,1.0975,0.439,,0,,,,,0,0,0.000179,0.002807,,5.7e-05,,,,,,,,,0.035,,0.00253,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,
0071315008913,https://world.openfoodfacts.org/product/0071315008913,usda-ndb-import,1489066461,1587580677,Healthy whole grains bread,,,,,,,Perfection Bakeries  Inc.,perfection-bakeries-inc,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",,,,,,,,,,,,,United States,"Whole grain wheat flour, water, enriched flour [unbleached wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], cane sugar, wheat gluten, wheat bran, yeast, non-gmo soybean oil, whole grain oatmeal, rye flour, salt, cultured wheat flour, molasses, barley flakes, raisin juice, barley malt, wheat starch, non-gmo vinegar, calcium sulfate, citric acid, ascorbic acid; topped with oat bran.",,en:gluten,,,1 SLICE (31 g),31,,1,en:e330,0,,,0,,,-2,a,4,Cereals and potatoes,Bread,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","Perfection Bakeries, Inc.",,,en:breads,,,,,,,,,,258,1079,,3.23,0,,,,,,,,,,,,,,,0,1.61,,,,,,,,,,,,,,,,,0,0,45.16,6.45,,,,,,,,,6.5,,,9.68,,,,1.0475,0.419,,0,,,,,0,0,0.000323,0.003226,,2.6e-05,,,,,,,0.161,,0.084,,0.00323,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,
0079893504940,https://world.openfoodfacts.org/product/0079893504940,usda-ndb-import,1489066225,1587580510,Veggie pasta with durum whe at rotini,,,,,,,Eating Right For Healthy Living,eating-right-for-healthy-living,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas",,,,,,,,,,,,,United States,"Durum wheat semolina [enriched with iron (ferrous sulfate) and b vitamins (niacin, thiamin mononitrate, riboflavin, folic acid)], nutrients from whole food concentrates (spinach, broccoli, carrot, tomato, beet, shiitake mushrooms), color (paprika oleoresin, fruit juice concentrate [watermelon, huito], turmeric oleoresin), maltodextrin, gum arabic, ascorbic acid.",,,,,2 ONZ (56 g),56,,2,"en:e160c,en:e414",0,,,0,,,-4,a,4,Cereals and potatoes,Cereals,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Glencourt Inc.,,,en:pastas,,,,,,,,,,357,1494,,1.79,0,,,,,,,,,,,,,,,0,0.89,,,,,,,,,,,,,,,,,0,0,73.21,3.57,,,,,,,,,3.6,,,12.5,,,,0,0,,0.0005358,,3.575e-06,,,0.0268,0.001,0.000455,0.007143,0.000893,5.6e-05,0.000214,,,,,,,,0,,0.00321,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,
0024126010491,https://world.openfoodfacts.org/product/0024126010491,usda-ndb-import,1489066161,1587580461,"Healthy Life, Whole Grain Bread",,,,,,,Lewis Bakeries  Inc.,lewis-bakeries-inc,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads",,,,,,,,,,,,,United States,"Water, whole wheat flour, wheat gluten, soy fiber, yeast, contains 2% or less of the following: polydextrose, salt, dough conditioners (ethoxylated mono-and diglycerides, monoglycerides, sodium stearoyl lactylate, ascorbic acid), calcium propionate (to retain freshness), fumaric acid, soybean oil, soy lecithin, wheat starch, yeast nutrients (calcium sulfate, monocalcium phosphate, ammonium sulfate), sucralose, sodium propionate, potassium sorbate and calcium acetate (to retain freshness), soy lecithin.",,en:soybeans,,,2 SLICES (41 g),41,,14,"en:e1200,en:e202,en:e263,en:e281,en:e282,en:e297,en:e300,en:e322,en:e322i,en:e341,en:e341i,en:e471,en:e481,en:e516,en:e517,en:e955",0,,,0,,,-5,a,4,Cereals and potatoes,Bread,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Lewis Bakeries Inc.,,,en:breads,,,,,,,,,,195,816,,2.44,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,36.59,0,,,,,,,,,9.8,,,12.2,,,,0.7925,0.317,,0,,,,,0,0.001,0.000249,0.003902,,4.1e-05,,,,,,,,,0.146,,0.00351,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,
0071725713292,https://world.openfoodfacts.org/product/0071725713292,usda-ndb-import,1489065458,1587580006,Heart healthy nut mix,,,,,,,American Importing Co,american-importing-co,Snacks,en:snacks,,,,,,,,,,,,,United States,"Peanuts (peanuts, peanut oil and/or cottonseed oil and/or soybean oil, salt), almonds (almonds, peanut oil and/or cottonseed oil and/or soybean oil and/or canola oil, salt), pistachios (pistachios, salt), filberts, pecans, walnuts.",,"en:nuts,en:peanuts",,,0.25 cup (30 g),30,,0,,0,,,0,,,11,d,3,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",NOT A BRANDED ITEM,,,en:snacks,,,,,,,,,,600,2510,,53.33,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23.33,3.33,,,,,,,,,10,,,23.33,,,,0.875,0.35,,0,,,,,0,,,0.006667,,,,,,,,,0.733,,0.133,0.5,0.0024,0.2,,0.001,0.002,,,,,,,,,,,,,,,,,11,,,,,,,,
0048000014757,https://world.openfoodfacts.org/product/0048000014757,usda-ndb-import,1489065010,1587579696,Pink salmon heart healthy omega - 3*,,,,,,,"Chicken Of The Sea,  Chicken Of The Sea Intl.","chicken-of-the-sea,chicken-of-the-sea-intl","Canned foods, Seafood","en:canned-foods,en:seafood",,,,,,,,,,,,,United States,"Pink salmon, salt.",,,,,0.25 cup (63 g),63,,0,,0,,,0,,,1,b,3,Fish Meat Eggs,Fish and seafood,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","Tri-Union Seafoods, LLC",,,en:seafood,,,,,,,,,,143,598,,7.94,1.59,,,,,,,,,,,,,,,2.38,3.17,,,,,,,,,,,,,,,,,0,0.063,0,0,,,,,,,,,0,,,19.05,,,,0.9125,0.365,,0,,,,,0,,,,,,,,,,,,,,0.159,,0.00343,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
0654989930102,https://world.openfoodfacts.org/product/0654989930102,usda-ndb-import,1489064638,1587579450,"I.m. healthy, soynut butter",,,,,,,I.M. Healthy,i-m-healthy,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats",,,,,en:no-gmos,en:no-gmos,,,,,,,United States,"Roasted soybeans, non-gmo, naturally pressed soybean oil, palm, oil soy lecithin, salt.",,,,,2 Tbsp (32 g),32,,1,"en:e322,en:e322i",0,,,0,,,7,c,2,Fat and sauces,Fats,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",The Soy Nut Butter Co,,,en:vegetable-fats,,,,,,,,,,594,2485,,46.88,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.75,0,,,,,,,,,15.6,,,25,,,,0.78,0.312,,0,,,,,0,,,,,,,,,,,,,,0.188,,0.0045,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
0647878234306,https://world.openfoodfacts.org/product/0647878234306,usda-ndb-import,1489063861,1587578948,"California healthy harvest, premium quality stewed tomatoes in tomato juice",,,,,,,California Healthy Harvest,california-healthy-harvest,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Tomatoes and their products, Tomatoes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomatoes",,,,,,,,,,,,,United States,"Tomatoes, tomato juice, salt, dehydrated onion, spices, granulated garlic, dehydrated bell pepper, dehydrated celery, calcium chloride and citric acid.",,,,,0.5 cup (128 g),128,,1,en:e330,0,,,0,,,-4,a,3,Fruits and vegetables,Vegetables,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded","We Deal, Inc.",,,en:tomatoes,,,,,,,,,,27,113,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.47,3.91,,,,,,,,,1.6,,,0.78,,,,0.5275,0.211,,0.0001173,,,,,0.0094,,,,,,,,,,,,,,0.031,,0.00112,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,
0014321621172,https://world.openfoodfacts.org/product/0014321621172,usda-ndb-import,1489063260,1587578552,Organic healthy earth seasonings,,,,,,,Allergo Coffee Co.,allergo-coffee-co,"Plant-based foods and beverages, Plant-based foods, Groceries, Condiments","en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments",,,,,Organic,en:organic,,,,,,,United States,"Organic dehydrated vegetables (garlic, onion, red and green bell pepper, carrot powder), organic sesame seed (white and black), organic mushroom, organic spices (including mustard), organic orange peel, and organic chives.",,,,,1 tsp (4 g),4,,0,,0,,,0,,,-6,a,1,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded",Allegro Coffee Company,,,en:condiments,,,,,,,,,,375,1569,,12.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50,0,,,,,,,,,25,,,25,,,,0,0,,0.0015,,,,,0.09,,,,,,,,,,,,,,0,,0.009,,,,,,,,,,,,,,,,,,,,,-6,,,,,,,,
